District of Columbia,2000,0.37058384479865675,22.2,20.6,18.2,39.1
Florida,2000,0.4511459026082021,23.47205882352941,32.91617647058824,26.777941176470584,16.816176470588236
Nevada,2000,0.4572378866662455,18.83888888888889,32.95555555555555,33.46666666666667,14.761111111111111
Arizona,2000,0.4611529620762196,24.25,27.45625,31.7125,16.556250000000002
Michigan,2000,0.46496329489185084,17.27976190476191,37.01785714285716,29.273809523809526,16.429761904761914
Vermont,2000,0.46551679366869014,15.326666666666664,34.82000000000001,23.880000000000003,25.98
Colorado,2000,0.46643680707131435,15.281249999999995,27.226562499999993,31.6578125,25.835937500000007
Iowa,2000,0.47970935991202607,15.274999999999993,39.881000000000014,28.44900000000001,16.395000000000003
Texas,2000,0.4833945840496131,28.67176470588236,30.637254901960773,25.311764705882375,15.372941176470587
Illinois,2000,0.4834958300111934,19.100000000000005,36.16699029126215,28.942718446601933,15.78737864077669
New Mexico,2000,0.48430391989768273,24.04705882352942,29.61470588235294,27.45882352941176,18.885294117647064
Indiana,2000,0.4863568922003311,19.34193548387097,42.25698924731182,23.79139784946237,14.608602150537644
Washington,2000,0.48883599547717804,16.4625,28.380000000000003,34.20750000000001,20.950000000000003
South Carolina,2000,0.48900369089965073,28.455319148936166,32.653191489361696,23.210638297872343,15.678723404255319
Pennsylvania,2000,0.4936827379378129,19.06617647058823,43.93676470588235,19.933823529411757,17.07205882352941
South Dakota,2000,0.49385105201483626,19.397014925373135,35.080597014925374,28.39253731343284,17.120895522388054
Minnesota,2000,0.49451120037754037,16.359090909090913,34.82272727272727,31.01022727272726,17.81363636363637
Oklahoma,2000,0.4973655300885689,23.16794871794872,35.62307692307694,25.706410256410248,15.499999999999996
Kansas,2000,0.4993973712764007,16.05849056603774,34.6254716981132,31.247169811320763,18.07547169811322
North Dakota,2000,0.5015172503139138,20.916666666666668,31.007407407407413,31.672222222222217,16.41111111111111
Ohio,2000,0.5028445430273686,18.750561797752816,42.6887640449438,23.611235955056188,14.948314606741574
Mississippi,2000,0.5088407241310954,31.869879518072292,30.812048192771087,23.71445783132531,13.590361445783133
Alabama,2000,0.5100093598842517,30.26470588235295,32.794117647058826,23.360294117647065,13.570588235294117
California,2000,0.5130812839659268,21.29322033898306,23.73389830508475,33.30508474576271,21.657627118644072
Missouri,2000,0.5156481046440633,23.323275862068968,39.87758620689655,23.23189655172413,13.559482758620685
Wisconsin,2000,0.5163825477185046,16.130136986301373,39.25890410958904,27.326027397260265,17.29178082191781
Alaska,2000,0.517501571846357,17.53478260869565,33.40869565217392,30.22608695652174,18.843478260869563
New Jersey,2000,0.5182993940875253,17.695454545454545,30.74999999999999,23.454545454545453,28.072727272727274
Kentucky,2000,0.5199724139276413,32.27520661157024,36.25454545454547,19.874380165289256,11.6
Oregon,2000,0.5204105296615661,16.98108108108108,30.74324324324325,32.94324324324324,19.34324324324324
North Carolina,2000,0.5233622583061777,25.97128712871287,31.785148514851485,26.010891089108902,16.238613861386135
Georgia,2000,0.5237987745888423,29.24249999999999,34.860624999999985,21.843124999999993,14.047499999999994
Maryland,2000,0.5267467478953051,17.804000000000002,32.472,25.468000000000004,24.264000000000006
Virginia,2000,0.526919794867672,25.320895522388042,30.826865671641798,23.97313432835822,19.877611940298493
Louisiana,2000,0.5412172876894309,30.206153846153832,36.07692307692307,20.347692307692306,13.369230769230764
Wyoming,2000,0.5421633072398149,12.808333333333335,32.970833333333324,33.57916666666667,20.63333333333333
Idaho,2000,0.5440337280488727,17.90666666666667,31.622222222222224,32.988888888888894,17.482222222222227
Tennessee,2000,0.5454107287955363,30.96354166666666,36.333333333333336,20.47395833333333,12.222916666666661
Utah,2000,0.5470396462262248,14.000000000000002,29.266666666666662,36.36,20.389999999999997
Nebraska,2000,0.5489771783245572,14.654255319148932,37.0031914893617,31.626595744680856,16.71489361702128
Delaware,2000,0.5497289712440412,19.0,32.375,26.125,22.425
New Hampshire,2000,0.5499053581606869,13.890909090909089,32.40909090909091,27.627272727272725,26.063636363636363
Hawaii,2000,0.5611498550433404,23.3,27.766666666666666,27.55,21.366666666666664
West Virginia,2000,0.5669499809009152,27.3375,41.48571428571429,18.994642857142857,12.18392857142857
Connecticut,2000,0.5689498116061998,15.200000000000001,29.78888888888889,25.266666666666666,29.75555555555555
Arkansas,2000,0.5706312886636357,28.978947368421053,36.61052631578948,22.051315789473687,12.36973684210526
Maine,2000,0.5716119625940955,15.647058823529411,38.21176470588235,25.341176470588234,20.8
Montana,2000,0.5829536551787086,15.9140350877193,33.81403508771929,30.87894736842106,19.385964912280702
New York,2000,0.5895142968669934,18.65873015873015,33.54285714285715,26.182539682539687,21.612698412698418
Massachusetts,2000,0.5941074729545022,14.193333333333333,28.07333333333333,25.586666666666666,32.13333333333333
Rhode Island,2000,0.6090709522965831,18.1,26.76666666666667,25.183333333333334,29.966666666666665
