Nebraska,1990,909159,25.814893617021266,13.121276595744675,38.936170212765944
Nebraska,2000,1188826,31.626595744680856,16.71489361702128,48.34148936170213
Nebraska,2015,2446701,37.18510638297873,22.822340425531916,60.00744680851065
Nevada,1990,572623,29.54444444444444,13.194444444444445,42.73888888888889
Nevada,2000,1114489,33.46666666666667,14.761111111111111,48.22777777777778
Nevada,2015,2170424,35.977777777777774,18.68888888888889,54.666666666666664
New Hampshire,1990,581123,24.518181818181816,22.31818181818182,46.836363636363636
New Hampshire,2000,902062,27.627272727272725,26.063636363636363,53.69090909090909
New Hampshire,2015,1697165,28.89090909090909,34.07272727272727,62.96363636363636
New Jersey,1990,6042936,21.086363636363636,23.486363636363638,44.57272727272728
New Jersey,2000,8244717,23.454545454545453,28.072727272727274,51.52727272727273
New Jersey,2015,15339450,24.022727272727273,37.4909090909091,61.51363636363637
New Mexico,1990,683253,23.041176470588237,15.914705882352942,38.95588235294118
New Mexico,2000,1048533,27.45882352941176,18.885294117647064,46.34411764705882
New Mexico,2015,1773801,32.0,21.282352941176473,53.28235294117647
New York,1990,13288972,23.37619047619047,18.453968253968252,41.83015873015872
New York,2000,19856637,26.182539682539687,21.612698412698418,47.795238095238105
New York,2015,41954260,28.955555555555552,28.503174603174593,57.45873015873015
North Carolina,1990,2847638,20.997029702970295,12.76930693069307,33.766336633663364
North Carolina,2000,4854623,26.010891089108902,16.238613861386135,42.24950495049504
North Carolina,2015,7960222,32.3039603960396,22.370297029702968,54.67425742574257
North Dakota,1990,315009,27.575925925925926,13.161111111111117,40.73703703703704
North Dakota,2000,402602,31.672222222222217,16.41111111111111,48.08333333333333
North Dakota,2015,825445,36.849999999999994,23.16666666666666,60.01666666666665
Ohio,1990,5172782,19.23707865168539,12.035955056179771,31.27303370786516
Ohio,2000,7497388,23.611235955056188,14.948314606741574,38.559550561797764
Ohio,2015,11620080,28.592134831460687,20.64943820224719,49.24157303370788
Oklahoma,1990,1283577,22.54230769230769,13.216666666666665,35.758974358974356
Oklahoma,2000,1928222,25.706410256410248,15.499999999999996,41.206410256410244
Oklahoma,2015,3000894,30.170512820512815,19.535897435897432,49.70641025641025
Oregon,1990,1556770,28.929729729729733,16.52972972972973,45.45945945945947
Oregon,2000,2288931,32.94324324324324,19.34324324324324,52.28648648648648
Oregon,2015,3650855,36.69999999999999,24.467567567567563,61.16756756756755
Pennsylvania,1990,6075381,16.24117647058824,13.794117647058824,30.035294117647062
Pennsylvania,2000,8818088,19.933823529411757,17.07205882352941,37.00588235294117
Pennsylvania,2015,16058338,24.408823529411762,23.72205882352941,48.13088235294117
Rhode Island,1990,556787,22.41666666666667,24.450000000000003,46.866666666666674
Rhode Island,2000,845667,25.183333333333334,29.966666666666665,55.15
Rhode Island,2015,1322055,25.883333333333336,39.949999999999996,65.83333333333333
South Carolina,1990,1544232,18.85744680851064,12.91276595744681,31.770212765957453
South Carolina,2000,2426139,23.210638297872343,15.678723404255319,38.88936170212766
South Carolina,2015,4123140,29.33191489361703,20.94042553191489,50.27234042553192
South Dakota,1990,320561,24.107462686567168,13.741791044776116,37.84925373134328
South Dakota,2000,443779,28.39253731343284,17.120895522388054,45.51343283582089
South Dakota,2015,709363,32.03582089552238,23.38955223880596,55.42537313432834
Tennessee,1990,1830264,15.882291666666665,9.772916666666665,25.65520833333333
Tennessee,2000,3166208,20.47395833333333,12.222916666666661,32.69687499999999
Tennessee,2015,5343272,26.387499999999992,17.632291666666667,44.01979166666666
Texas,1990,7961379,21.91803921568629,12.89490196078432,34.81294117647061
Texas,2000,15018072,25.311764705882375,15.372941176470587,40.68470588235296
Texas,2015,26745844,29.882352941176492,19.098039215686274,48.98039215686276
Utah,1990,841552,32.15,16.836666666666666,48.986666666666665
Utah,2000,1355794,36.36,20.389999999999997,56.75
Utah,2015,2367650,37.18,26.499999999999996,63.67999999999999
Vermont,1990,386699,21.139999999999997,21.52,42.66
Vermont,2000,555740,23.880000000000003,25.98,49.86
Vermont,2015,983532,26.220000000000006,34.12666666666667,60.34666666666668
Virginia,1990,2982862,20.55223880597015,16.130597014925378,36.68283582089553
Virginia,2000,4823780,23.97313432835822,19.877611940298493,43.850746268656714
Virginia,2015,8755896,28.597014925373138,27.0910447761194,55.688059701492534
Washington,1990,2587181,30.8225,17.2525,48.075
Washington,2000,3818756,34.20750000000001,20.950000000000003,55.15750000000001
Washington,2015,6508964,35.90999999999999,27.197499999999998,63.10749999999999
West Virginia,1990,835186,14.991071428571427,10.09464285714286,25.08571428571429
West Virginia,2000,1271988,18.994642857142857,12.18392857142857,31.178571428571427
West Virginia,2015,1819903,24.380357142857147,16.81071428571428,41.191071428571426
Wisconsin,1990,2914442,21.597260273972605,13.434246575342463,35.031506849315065
Wisconsin,2000,4225688,27.326027397260265,17.29178082191781,44.61780821917807
Wisconsin,2015,5723474,32.861643835616434,23.712328767123278,56.573972602739715
Wyoming,1990,339953,29.637500000000003,17.537499999999998,47.175
Wyoming,2000,417424,33.57916666666667,20.63333333333333,54.212500000000006
Wyoming,2015,895910,36.362500000000004,25.97083333333333,62.333333333333336
